26.04.2022|EUR|24,425
27.04.2022|EUR|24,550
28.04.2022|EUR|24,530
29.04.2022|EUR|24,605
02.05.2022|EUR|24,670
03.05.2022|EUR|24,660
04.05.2022|EUR|24,640
05.05.2022|EUR|24,605
06.05.2022|EUR|24,655
09.05.2022|EUR|25,050
10.05.2022|EUR|25,010
11.05.2022|EUR|25,365
12.05.2022|EUR|24,925
13.05.2022|EUR|24,740
